2.00 101.00 51.50
102.00 201.00 151.50
202.00 301.00 251.50
302.00 401.00 351.50
402.00 501.00 451.50
502.00 601.00 551.50
602.00 701.00 651.50
702.00 801.00 751.50
802.00 901.00 851.50
902.00 1001.00 951.50
1002.00 1101.00 1051.50
1102.00 1201.00 1151.50
1202.00 1301.00 1251.50
1302.00 1401.00 1351.50
1402.00 1501.00 1451.50
1502.00 1601.00 1551.50
1602.00 1701.00 1651.50
1702.00 1801.00 1751.50
1802.00 1901.00 1851.50
1902.00 2001.00 1951.50
2002.00 2101.00 2051.50
2102.00 2201.00 2151.50
2202.00 2301.00 2251.50
2302.00 2401.00 2351.50
2402.00 2501.00 2451.50
2502.00 2601.00 2551.50
2602.00 2701.00 2651.50
2702.00 2801.00 2751.50
2802.00 2901.00 2851.50
2902.00 3001.00 2951.50
3002.00 3101.00 3051.50
3102.00 3201.00 3151.50
3202.00 3301.00 3251.50
3302.00 3401.00 3351.50
3402.00 3501.00 3451.50
3502.00 3601.00 3551.50
3602.00 3701.00 3651.50
3702.00 3801.00 3751.50
3802.00 3901.00 3851.50
3902.00 4001.00 3951.50
4002.00 4101.00 4051.50
4102.00 4201.00 4151.50
4202.00 4301.00 4251.50
4302.00 4401.00 4351.50
4402.00 4501.00 4451.50
4502.00 4601.00 4551.50
4602.00 4701.00 4651.50
4702.00 4801.00 4751.50
4802.00 4901.00 4851.50
4902.00 5001.00 4951.50
5002.00 5101.00 5051.50
5102.00 5201.00 5151.50
5202.00 5301.00 5251.50
5302.00 5401.00 5351.50
5402.00 5501.00 5451.50
5502.00 5601.00 5551.50
5602.00 5701.00 5651.50
5702.00 5801.00 5751.50
5802.00 5901.00 5851.50
5902.00 6001.00 5951.50
6002.00 6101.00 6051.50
6102.00 6201.00 6151.50
6202.00 6301.00 6251.50
6302.00 6401.00 6351.50
6402.00 6501.00 6451.50
6502.00 6601.00 6551.50
6602.00 6701.00 6651.50
6702.00 6801.00 6751.50
6802.00 6901.00 6851.50
6902.00 7001.00 6951.50
7002.00 7101.00 7051.50
7102.00 7201.00 7151.50
7202.00 7301.00 7251.50
7302.00 7401.00 7351.50
7402.00 7501.00 7451.50
7502.00 7601.00 7551.50
7602.00 7701.00 7651.50
7702.00 7801.00 7751.50
7802.00 7901.00 7851.50
7902.00 8001.00 7951.50
8002.00 8101.00 8051.50
8102.00 8201.00 8151.50
8202.00 8301.00 8251.50
8302.00 8401.00 8351.50
8402.00 8501.00 8451.50
8502.00 8601.00 8551.50
8602.00 8701.00 8651.50
8702.00 8801.00 8751.50
8802.00 8901.00 8851.50
8902.00 9001.00 8951.50
9002.00 9101.00 9051.50
9102.00 9201.00 9151.50
9202.00 9301.00 9251.50
9302.00 9401.00 9351.50
9402.00 9501.00 9451.50
9502.00 9601.00 9551.50
9602.00 9701.00 9651.50
9702.00 9801.00 9751.50
9802.00 9901.00 9851.50
9902.00 10001.00 9951.50
10002.00 10101.00 10051.50
10102.00 10201.00 10151.50
10202.00 10301.00 10251.50
10302.00 10401.00 10351.50
