2.00 21.00 11.50
22.00 41.00 31.50
42.00 61.00 51.50
62.00 81.00 71.50
82.00 101.00 91.50
102.00 121.00 111.50
122.00 141.00 131.50
142.00 161.00 151.50
162.00 181.00 171.50
182.00 201.00 191.50
202.00 221.00 211.50
222.00 241.00 231.50
242.00 261.00 251.50
262.00 281.00 271.50
282.00 301.00 291.50
302.00 321.00 311.50
322.00 341.00 331.50
342.00 361.00 351.50
362.00 381.00 371.50
382.00 401.00 391.50
402.00 421.00 411.50
422.00 441.00 431.50
442.00 461.00 451.50
462.00 481.00 471.50
482.00 501.00 491.50
502.00 521.00 511.50
522.00 541.00 531.50
542.00 561.00 551.50
562.00 581.00 571.50
582.00 601.00 591.50
602.00 621.00 611.50
622.00 641.00 631.50
642.00 661.00 651.50
662.00 681.00 671.50
682.00 701.00 691.50
702.00 721.00 711.50
722.00 741.00 731.50
742.00 761.00 751.50
762.00 781.00 771.50
782.00 801.00 791.50
802.00 821.00 811.50
822.00 841.00 831.50
842.00 861.00 851.50
862.00 881.00 871.50
882.00 901.00 891.50
902.00 921.00 911.50
922.00 941.00 931.50
942.00 961.00 951.50
962.00 981.00 971.50
982.00 1001.00 991.50
1002.00 1021.00 1011.50
1022.00 1041.00 1031.50
1042.00 1061.00 1051.50
1062.00 1081.00 1071.50
1082.00 1101.00 1091.50
1102.00 1121.00 1111.50
1122.00 1141.00 1131.50
1142.00 1161.00 1151.50
1162.00 1181.00 1171.50
1182.00 1201.00 1191.50
1202.00 1221.00 1211.50
1222.00 1241.00 1231.50
1242.00 1261.00 1251.50
1262.00 1281.00 1271.50
1282.00 1301.00 1291.50
1302.00 1321.00 1311.50
1322.00 1341.00 1331.50
1342.00 1361.00 1351.50
1362.00 1381.00 1371.50
1382.00 1401.00 1391.50
1402.00 1421.00 1411.50
1422.00 1441.00 1431.50
1442.00 1461.00 1451.50
1462.00 1481.00 1471.50
1482.00 1501.00 1491.50
1502.00 1521.00 1511.50
1522.00 1541.00 1531.50
1542.00 1561.00 1551.50
1562.00 1581.00 1571.50
1582.00 1601.00 1591.50
1602.00 1621.00 1611.50
1622.00 1641.00 1631.50
1642.00 1661.00 1651.50
1662.00 1681.00 1671.50
1682.00 1701.00 1691.50
1702.00 1721.00 1711.50
1722.00 1741.00 1731.50
1742.00 1761.00 1751.50
1762.00 1781.00 1771.50
1782.00 1801.00 1791.50
1802.00 1821.00 1811.50
1822.00 1841.00 1831.50
1842.00 1861.00 1851.50
